userName,content,score,at,appVersion
Riky M,Jelek banget sekarang aplikasinya Ga bisa ajukan GoPaylater lagi apalagi GoPinjam Dulu padahal sudah pernah dapat gopaylater Jadi 1 bintang saja Menghabiskan waktu aja ini kita suruh nunggu Udah nunggu pas coba ehh ditolak lagi Siapa lu,1,2024-01-23 17:38:13,4.81.2
Jasa Penyeberangan,Saya puas memakai gopay setelah 2 minggi sy merasa kecewa karna topuap dr indomaret uang g tau ke mna mask nya kata nya ada di tabungan jago setelah sy cek g adasy email chat complin g ada tanggapan,1,2024-01-23 14:46:44,4.81.2
Ruth Khafidah,Mudah dan cepat,5,2024-01-28 02:20:38,4.81.2
Hindro Coco,Mantap,5,2024-01-28 07:14:08,4.81.2
Dian Noor Pratiwi,Sekarang udah mahal ongkirnya trus ada biaya penanganan tmbahan lain overall bagus sih Cuman skg bnyak apk serupa yg bisa dipertimbangkan biar lebih hemat utk pengguna yg sering seperti saya,3,2024-01-28 07:10:31,4.81.2
Eka Apriana Putri,Jangan terlalu sering minta update Setelah diupdate ternyata nggak ada perubahan Makan memori doang,1,2024-01-28 02:31:09,4.81.2
AA Pradini Purnama Putri,Setiap pembelian melalui gofood selalu lama kendala makan sudah disiapka Tp driver sampai 1jam gak dpt2 Pesanan tdk bs dibatalkan karena alasan pesanan sdh masuk resto jd harus menunggu yg batalkan dari pihak anda Sangat2 mengecewakan Ajng bngt,1,2024-01-28 07:07:31,4.81.2
Dedy Purnomo,watwetcak cek,5,2024-01-28 07:07:11,4.81.2
Fitriyani Fitri,Bagus sekali,5,2024-01-28 07:01:48,4.81.2
evie evie,mantap,5,2024-01-28 02:39:07,4.81.2
Sumarwan Marwan,Good App,5,2024-01-28 07:01:31,4.81.2
Fatur Fatur,Lumayan sering ada promo untuk gofood,5,2024-01-28 07:01:01,4.81.2
Asep Alaves,Bagus sangat membantu,5,2024-01-23 22:32:07,4.81.2
Nur Halimah,Bv 0130 terbangun H7tgzjp,2,2024-01-28 02:49:41,4.81.2
Joko Prehatno,2 dulu karena Sudak ke sekian puluh kalinya update ke gopay plus gagal padahal sebelumya udah plus mau diupgrade gopay plus terbaru malah kembali ke premium pusing padahal aku gunakan untuk layanan goparter akujadi kacau balau akun goparter aku,2,2024-01-28 06:53:50,4.81.2
Kani,Saya ada pengajuan pijan di gopay pinjam semua data yang di minta sudah saya masukan tapi pengajuan di tolak sebenar nya ga masalah saya malah senang dgn di tolak nya pengajuan saya tapi tolong dgn sangat untuk pihak gopaypinjam tolong hapus semua data yg sudah saya kirim kan,2,2024-01-28 03:01:57,4.81.2
mst ams,Biaya penanganan maksdnya apa aku mo pesan minuman di gofood kena biaya penanganan 29 rb Padahal Minumannya cuma 22 rb,1,2024-01-28 06:09:23,4.81.2
Eka Nurdiana,Mantap,5,2024-01-28 07:23:33,4.81.2
Yayan Sofyan,Great Application,5,2024-01-28 03:06:55,4.81.2
Herman Puguh,mantap pakai gojek dan gocar sering promoTerima kasih GojekGocar,5,2024-01-28 06:50:00,4.81.2
Agiska Mila,Please gopaylater bisa bayar tagihan sebelum jatuh tempo kayak dulu dong Sebel bgt mau bayar tagihan nunggu japo dulu,3,2024-01-28 03:10:57,4.81.2
Supra Hdv,Lancar saja,5,2024-01-28 03:14:04,4.81.2
Mitha Yulia,Jujur  klo urusan ojek online  gojek the Best dari kecepatan  keramahan  kerapihan pakaian  sama attitude yang paling penting oke banget deh gojek ,5,2024-01-28 06:46:36,4.81.2
HUURIN 'IIN,Kenapa setelah diupdate berulang kali tidak direspon saat dibuka ,2,2024-01-28 03:16:49,4.81.2
Mohammad Farid Hidayatulloh,Status pesanan gofood stuck udah coba pakai wifi  data sama aja padahal internet lancar buat youtube dll udah coba restart hp sama aja aplikasi udah terbaru chat cs yg jawab bot sangat tidak recommended ini udah lewat estimasi loh hampir 1 jam nunggu dari estimasi 28 menit,1,2024-01-23 18:49:27,4.81.2
aziez Kamal,Mantap selalu berikan terbaik buat pelanggan,5,2024-01-28 03:23:49,4.81.2
Rahmat Cina,Bagus,5,2024-01-23 14:54:04,4.81.2
Irno Hadis,Aplikasi taiiii mw masuk aja susah bngat kya kontoooolll,1,2024-01-28 03:31:25,4.81.2
arief budi mulyanto,Smoga kedepannya bisa lebih baik lagisukses,5,2024-01-28 03:37:27,4.81.2
Adhe Romeo,Mantab,5,2024-01-28 03:38:41,4.81.2
Yeni Arviyantie,Langganan n potongan or discountnya mayaan buat order2 kpepet,5,2024-01-23 15:03:12,4.81.2
Lina O,Makin mahal aja Dibandingin beli langsung di restonya sama beli dr aplikasi bedanya banyak,3,2024-01-28 07:16:30,4.81.2
Julhan Wardana,Satsetsatset,5,2024-01-28 03:51:05,4.81.2
Rini Fitriyani,Bgs apk nya cuma tolng di perbaiki lg mau masukin kode otp aja lma bgt,3,2024-01-23 23:19:18,4.81.2
Reyhan amal,Driver gocarnya gblk,1,2024-01-23 23:15:56,4.81.2
Praha Tjondro,Bagus,5,2024-01-28 09:10:58,4.81.2
wong aneh,Bagus,5,2024-01-28 00:11:49,4.81.2
Wheny Efendi,Suka banyak promo,5,2024-01-28 03:51:30,4.81.2
diana chandra,Masa titik jemput gocar selalu ngaco padahal sdh sesuai titik sampai saya sudah share lokasi masa bisa jemput ny sampai jauh banget dari titik  tol diperbaiki bikin driver dan saya susah saja Maaf saya ksh bintang 1,1,2024-01-28 09:06:27,4.81.2
fauzan ojan,Sejauh ini selama saya menggunakan aplikasi ini tidak ada masalah baik itu saat memesan tranportasi online maupun memesan makanan,5,2024-01-28 08:54:33,4.81.2
Didi Juliansyah,Ok,5,2024-01-28 08:53:16,4.81.2
Agus Nasikin,Ok,5,2024-01-28 08:46:51,4.81.2
Yuni Sulistiyani,mohon maaf iklanya dikurangi,1,2024-01-28 05:34:07,4.81.2
Violet Volkswagen,Gopaylater kena blokir hahah,5,2024-01-23 15:47:39,4.81.2
Ruslin,Setres Setelah update makin parah,1,2024-01-28 00:25:40,4.81.2
M.Wahyudi Ramadhani,Sangat tidak suka,1,2024-01-28 08:41:21,4.81.2
Toni Murtono,Gimana nih aplikasi kok parah Nyuruh di update setelah di turuti update sekarang g bisa terkoneksiparah,5,2024-01-28 08:41:00,4.81.2
Abah Mul,Mantaap,5,2024-01-28 00:29:46,4.81.2
Dede Komarudin,Sangat membantu,5,2024-01-28 05:37:42,4.81.2
Hening Roto Atmojo,Tarifnya jangan makin mahal donk ,5,2024-01-28 02:08:17,4.81.2
SLAMET RIYADI,kenapa setelah di update malah tidak bisa pakai fitur go pay,1,2024-01-28 01:21:53,4.81.2
fahmi junior,Aplikasi yang terkadang sangat di butuhkan,5,2024-01-28 01:25:12,4.81.2
nayla gacha,Terima kasih saya sangat terbantu sekali,5,2024-01-28 01:27:54,4.81.2
Hendrik oktario,Makin lama sekarang gofoodnya kayanya udah g secepat dulu ditambah ada option tambahan mau express atau reguler macem2 ajah yg reguler hampir sejam keburu dingin yg paling utama keburu laper,1,2024-01-28 08:19:31,4.81.2
Ilham Pangestu (Estu),aplikasinya keluar sendiri padahal udah di update udah di uninstal terus di instal ulang tapi tetep kek begitu jelek nih aplikasi,1,2024-01-28 08:18:33,4.81.2
boim aye,Good job,5,2024-01-28 08:13:52,4.81.2
imko bili,Gojek memang the best ,5,2024-01-28 01:28:57,4.81.2
Jilan Arra Jiyaad,Mantappp,5,2024-01-28 05:42:41,4.81.2
SALVIAN FITRA SETIA,Ahayde,5,2024-01-28 07:59:01,4.81.2
fullmoon,Saya transfer uang dari gopay ke bank tertera sudah terkirim tapi belum masuk ke rekening mohon untuk konfirmasi dan tindak lanjutnya,1,2024-01-28 07:36:50,4.81.2
Syarief Maulana,BURUK,1,2024-01-28 01:37:55,4.81.2
dian hayati,Kenapa si skrng gojek jeda wkt tunggu nya jadi lama bgt kaya APP sebelah pdhl dr toko nya info klo pesenan udh kelar di APP bilangnya masih dsiapkan tunggu 20menit lg Jadi ga ad beda nya sama APP sebelah  pdhl harga nya lebih mahal ,3,2024-01-23 23:06:27,4.81.2
Kang Colay,Lagi lagi terjadi gopay gua ilang lagi baru juga gua top up dan gua tinggal seharian blm gua beli in apa apa tadi gua top up saldo gopay 350k sekarang pas gua mah beli barang di online shop pas liat saldo tinggal 229k ga tau dah tuh ilang berapa males ngitung gua udh dua kali kehilangan uang yang pertama udh gua ikhlas kan dan yang ini udh ke 2 kali nya dah lah gua jadi males nyimpen duit banyak di gopay mending di dana sekian gua kecewa sama apk ini ,1,2024-01-23 15:25:02,4.81.2
Nana Sukana,Terima kasih sudah antar dan jemput,5,2024-01-28 07:27:22,4.81.2
KURIYAH,Mohon di tingkatkan LG sistemnya,5,2024-01-28 04:20:28,4.81.2
Rini Rini,Aplikasi yg TDK mau menerima keluhan customernya mau laporan dipersulit Aplikasi sampah,1,2024-01-28 14:44:11,4.81.2
khify,Edit Jaringan bagus aplikasi sudah versi terbaru namun masih error untuk pemesanan gojek bisa namun untuk gofood tidak bisa tertulis error gps saya sudab aktif Sama kadang kalp agak jauhan muncul location not serviceable nah ini tolong di perluas lg jangkauan ny Gojek bisa knp gofood nggak,1,2024-01-28 11:53:42,4.81.2
Casper,Bermanfaat sekali,5,2024-01-29 07:35:54,4.81.2
Rudi Hartono,Ok sudah dibenahi,3,2024-01-29 05:05:53,4.81.2
sulthon amin,Ok,5,2024-01-29 05:25:48,4.81.2
Daru Prayoga,Apaan dah pesen gofood biaya layanan sampe 30rb pdhl ongkir dibawah 15k an,1,2024-01-29 05:26:39,4.81.2
Arief Rahmansyah,Aplikasi terbaik,5,2024-01-29 05:31:42,4.81.2
Achmad Ghozali,Bagus  top,5,2024-01-29 05:32:38,4.81.2
Sri Fitriani,Membantu banget pokonya,5,2024-01-29 05:36:58,4.81.2
Shinobi Uzumaki,Sementara aman terkendali,5,2024-01-29 05:49:56,4.81.2
Dedi Suryadi,Oke langsung saja gass,5,2024-01-29 05:52:35,4.81.2
Andrewasmara Joezan,joseee,5,2024-01-29 05:55:13,4.81.2
Yeni Nur,Maps digojek eror gajelas kasihan bapak Drivernya,1,2024-01-23 07:16:28,4.81.2
Fitri Yani,Selalu puas sm gojek Semoga makin bagus lg kedepannya,5,2024-01-29 05:58:55,4.81.2
Ryukey,Untuk aplikasi gojek diperingan dong untuk android lollipop Os versi 5,1,2024-01-29 05:59:04,4.81.2
netizen julid,Tidak bisa di batalin klo order gofood Sat Knapa skrang lama bgt si gofood nya Psen makan aja satu setengah jam Tolong lah gojek perbaiki lagi jgan lama bgt ky gini kburu lapernya ilang tlol,2,2024-01-29 05:59:45,4.81.2
Thomas Matthew Kusumantoro,Mayan berguna,4,2024-01-29 06:06:24,4.81.2
Lie San,stelah d perbarui aplikasinya kenapa jd bobrok bukan tambah d perbaiki kok malah gak bs buka trs resard ulang trus,1,2024-01-29 06:08:58,4.81.2
trie setyo,Aplikasi yang sangat bagus mau apa aja lengkap mulai dari makanan tranportasi sampai pindahan kost juga ada tersedia mobil nya pokoknya gojek luar biasa,5,2024-01-23 07:11:49,4.81.2
Agung Bosar,Ngbantu sekali,5,2024-01-29 06:18:14,4.81.2
Dedy Haryanto,APLIKASI GK KEPAKE ,1,2024-01-29 06:21:14,4.81.2
Tam Jay,Knpa saya bayar gopinjam tapi tidak kepotong tagihan nya padahal di BCA nya berhasil,2,2024-01-23 07:11:35,4.81.2
Rizky Sadhil,Sangat terbantu,4,2024-01-29 06:43:21,4.81.2
haerul 90,susah banget dapet driver kalo gosend pake samday tolong hapus aja opsi pengiriman samday nya driver pada males ngambil orderan,1,2024-01-29 06:49:51,4.81.2
Yogi Cahya,Recommended aplikasi,5,2024-01-23 07:03:06,4.81.2
Mami Salon,Sangat baik,5,2024-01-29 07:07:01,4.81.2
Anto Mandagi,Baik,5,2024-01-29 04:56:24,4.81.2
Bobby Ardiansyah,mntaap lanjutkan promonya,5,2024-01-29 04:53:39,4.81.2
Vivi Ardiana,Tolong yah buat gofood sediain uang receh Biar ada kembalinya Dan cepetin dapet driver nya soalnya gua nunggu 45 menit apa ga mau mati orang nunggu nya,3,2024-01-29 04:52:58,4.81.2
rizal bahrain,bagus dan profesional,5,2024-01-29 03:25:37,4.81.2
sms fv,Bisa tidak iklan ny gojek ini di lakukan saja si aplikasi GOJEK setiap buka WA iklan nya selalu lewat mebuat saya tidak nyaman  di aplikasi lain juga setiap di buka selalu masuk iklan GOFOOD,1,2024-01-29 02:25:46,4.81.2
Nadiya Maulida husna,Kenapa habis diupred kk malah gk bisa dibuka,1,2024-01-29 02:39:15,4.81.2
bernard ginting,Sangat mudah dalam penggunaan,5,2024-01-29 02:46:41,4.81.2
Ricko Setiawan,bagus,5,2024-01-29 02:47:41,4.81.2
Muamar Vino,gak adil banget jek gw sering order gk pernah dikasih vocer kalaupun dikasih vocer itu pun gk masuk akal harus belanja diatas 100k baru dpt potongan 30k  herannya kawan yg jarang order malah sering dikasih vocer potongan 50 bahkan 70 gk recomend banget jekSUMPAH ,1,2024-01-29 02:54:39,4.81.2
Muhammad Idris,Welcome back  berharap GoJek konsisten dan bisalebih diperhatikan pelanggang lama,5,2024-01-29 02:56:39,4.81.2
Mufida Jannur Daulay,Goride nggak ada promo ya Apasih kode prominyab,2,2024-01-29 02:58:34,4.81.2
suwardi subroto,Sip dan bagus,5,2024-01-29 03:04:06,4.81.2
syamsul artono,Good,5,2024-01-23 08:14:07,4.81.2
Fitria Luchika,Sejauh ini nyaman  aman pakai gojek walaupun apk suka minta diupdate huhuh tp baguss ko luv ,5,2024-01-29 03:16:51,4.81.2
Yoshua Apridiopatra Eka Asi,Mantap,5,2024-01-29 03:35:15,4.81.2
Gun Gn,Tepat waktu dan cepat,5,2024-01-23 08:01:39,4.81.2
Hendry Paulus,Mantap,5,2024-01-29 03:38:25,4.81.2
Al Wahid,gojek maikin parahtitik lokasi maps dimana GPS dimana gak sesuai tolong lebih diperhatikan,2,2024-01-29 03:40:36,4.81.2
Suwondo,Setelah update hp kentang yang kyk punya aku gak bisa pake gojek lg keluar sendiri,1,2024-01-29 03:44:37,4.81.2
fajar priyo utomo,saat hujan sangat susah mendapatkan driver,3,2024-01-29 03:54:07,4.81.2
Atin Rachmawati,Mohon kongirmasinya buat gojek iniknp pas udh di update tapi malah semakin rusak tiap x buka aplk ny malah ga bisajd kecewa sekrang ini,1,2024-01-29 03:56:35,4.81.2
Elvant Kurniawan,Aplikasi degan tarif mahalmasih mending maxim harga murahsaya klo transportasi pk maxim doang,1,2024-01-29 04:09:30,4.81.2
Annisa Agustiani,Pesen gofood udah ga ti driver otomatis tiga kali terus dibatalin sistem Padahal udah nunggu hampir sejam Gak ada solusi lain apa selain ngerugiin customer,4,2024-01-29 04:10:41,4.81.2
Rangga Gustin,gopay later saya malah di blokir padahal saya selalu bayar sebelum jatuh tempo parah bener,1,2024-01-29 04:15:54,4.81.2
Megakomalasari Komalasari,Good job,5,2024-01-29 04:16:52,4.81.2
Aep Saepudin,Sat set sat set cepat,5,2024-01-29 04:19:52,4.81.2
April Aprilia,Mudah mengerti,5,2024-01-29 07:07:55,4.81.2
Ramadoni Doni,Aplikasi tolol daftar paylater udah lama dari limit 500rb sampe 5jt sekarang gapernah telat bayar selalu transaksi pakai gopaylater pas mau beli pulsa malah DIBLOKIR gopaylater saya padahal cuma mau beli pulsa saya gapernah telat bayar BELI PULSA DOANG DIBLOKIR EMANG DASAR APLIKASI SAMPAH TOLOL IDIOT MASIH ADA TAGIHAN GOPAYLATER 90RB TADINYA MAU SAYA BAYAR CUMA UDAH DI BLOKIR GITU MALES AMAT GUA BAYAR BODOAMAT KAGA BAKALAN GUA BAYAR SUMPAH,1,2024-01-29 07:37:06,4.81.2
Idyas Iyas,Ini kenapa ya setelah saya update saya enggak dapat cash back padahal udah pakai promo Saya beli paket data Rp 100000 dan promo dapat cashback Rp 11000 tapi ga masuk cashback nya kenapa gitu ya,4,2024-01-23 12:41:24,4.81.2
Daniel Frengky,Maksudmu opo cak ngomong kangen nak pipiii,1,2024-01-29 07:46:14,4.81.2
Mus lihat,Ok,5,2024-01-29 10:22:18,4.81.2
Ardillah,Ok,5,2024-01-29 10:23:12,4.81.2
Santi,sangat membantu,5,2024-01-29 10:35:06,4.81.2
Rizki Ramadan,Woiii ini knp anj banyak banget iklanya mau masuk aplikasi apapun itu ada iklan aplikasi GOJEK bab,1,2024-01-29 10:47:08,4.81.2
murtinah raharjo,Tiga dulu Apl sering sulit diakses,3,2024-01-29 10:54:16,4.81.2
Malla Satriadji,Ulasan di ganti  paylater tidak berfungsi,2,2024-01-29 10:57:37,4.81.2
Ayu Miftri asih,Gojek apaan dahtadi waktu milih promo masih ada giliran udah ditop up tiba promo hangus Gajelas bgt,1,2024-01-29 10:59:03,4.81.2
Iqbal Iqbal,Keren,5,2024-01-23 04:43:45,4.81.2
arief tim BMN,Nuhun,5,2024-01-29 11:17:21,4.81.2
Dede suherman Dede,Kok gada mode pilihan pembayaran lain cuma gopay ama tunai ajh,1,2024-01-29 11:18:38,4.81.2
RaviPRatamaPM RV,Akun saya saldo gopaynya hilang Saya ngk ada bikin pesananjam 0100 pas sore saya buka akun gojek buat bayar belanjaan di alfa Ternyata saldo saya udah berkurang aja 30rb pesan gojekini bukan soal nominal tapi caranya apa apan kayak gini Saya ngak terima Pengiriman ke ewallet juga LAMA saya sudah menunggu satu hari Dan bayar 2x ke penjual Ini APK ga punya customer service apa bagaimana Beda sama ewallet terbaik lainnya,1,2024-01-29 11:20:57,4.81.2
Hendri Ajah,Penjemputannya kadanglama kadangcepet kendalanya cuma pada waktu pagi aja terkadang susah mendapatkan gojek skalinya dapet lama penjemputannya,5,2024-01-29 11:26:24,4.81.2
Musfir Asyraf,GOJEK nya ramahdari mulai penjemputan  sampai tempat tujuanpemilihan rute sangat baiksikap drivernya sopanpokoknya,5,2024-01-29 11:34:21,4.81.2
Mutiara Annisa,Abis di upgrade malah gak bisa pake gotransit nya payahhh,1,2024-01-29 11:43:38,4.81.2
riski bastanta,Ok,4,2024-01-29 11:44:51,4.81.2
MARPy,Bagus Bisa Pesan Antar Ke Alamat Berbeda,5,2024-01-29 11:48:15,4.81.2
Agus Sumarna30,Saya kurangi bintangnya karena tidak sesuaigop pinjam saya pertama lancar setelah limit naik di sayangkan tidak bisa di tariksecara pembayaran tepat waktu tidak pernah telatBuat apa limit di kasih naik kalau gabisa di tarikkalau bisa di tarik saya tambah lagi bintangnya,3,2024-01-23 04:30:39,4.81.2
Dwi Haryantini,Sangat terbantu untuk belanja,5,2024-01-29 12:03:22,4.81.2
Ahmad Satori,aplikasi mau bankrut bikin draver sengsara,1,2024-01-29 12:04:13,4.81.2
Yadi setiawan,Mantap terbantu sekali,5,2024-01-29 12:07:55,4.81.2
Nopri Yanto,Sya puas pke gojek tolong utung para dever klo ad promo d ambil jngan bilang promonya abis karna ongkosnya murah,5,2024-01-29 12:08:28,4.81.2
Prima Pratama,Makin hari makin kacau,1,2024-01-29 12:10:11,4.81.2
juli purnomo,bintang berbicara,5,2024-01-29 12:12:34,4.81.2
Suyono Gomad,Jos Gandos,5,2024-01-29 10:19:48,4.81.2
Irfan Masguni,Sudah didownload malah dowload ulang lagipasnya didownload lamaaa sekali bahkan berulang ulang didownloaditu kenpa yah min ,1,2024-01-29 10:14:24,4.81.2
Cah maylobezt,Sangat baik,5,2024-01-29 10:12:11,4.81.2
syahdi Black,Nice,5,2024-01-23 06:01:09,4.81.2
Nani Nuryani,Sangat membatu sekali,5,2024-01-29 07:49:46,4.81.2
Rindika Apriliani,sngt membantu,5,2024-01-29 07:50:38,4.81.2
Toko Kharisma,eror gak bisa di buka,2,2024-01-29 08:03:19,4.81.2
Ilham Bintang,Sangat membantu mobilitas orang,5,2024-01-29 08:10:19,4.81.2
hari anto,Mantap,5,2024-01-29 08:16:35,4.81.2
Novita naomi chayla,sejauh ini masih puas makai gojek untuk semua keperluan,5,2024-01-29 08:26:49,4.81.2
muhammad abi,bermanfaat,5,2024-01-23 06:02:56,4.81.2
Andris Ginanjar,Bagus dan cepat,5,2024-01-29 08:31:42,4.81.2
Putri Fradnya,kenapa gopaylater saya tidak bisa digunakan dan ada tulisannya diblokir padahal limit masih ada dan tagihan terakhir pun sudah saya lunasi dulu tidak pernah begini semenjak beralih ke MAB pun denda telat bayarnya naik drastis sehari 50ribu makin aneh aja,1,2024-01-29 08:31:48,4.81.2
nandaa,aplikasi ini membantu banget saat aku lagi gaada transportasi,5,2024-01-29 08:33:23,4.81.2
Nurul Subiyanti,Driver gojeknya ga tau haluan lalu lintasga ramahga sabaransuka nerobos malah nyenggol anak SMK,1,2024-01-29 08:35:50,4.81.2
sopandi ali,Bagus kl sdh muncul aplikasinya namun utk munculnya kadang sulit,5,2024-01-29 10:03:41,4.81.2
Tedi Mulyadi,rubah rating gara2 sistem gopay ngaco parah,1,2024-01-29 08:47:23,4.81.2
Leni Nuraeni,Cepet dapetnya,5,2024-01-29 08:51:13,4.81.2
Ryu zaky,Mantap,5,2024-01-29 08:55:23,4.81.2
Ziyad Rizky,baik,5,2024-01-29 08:57:34,4.81.2
irma yulianti,Ko setiap mau buka aplikasinya keluar sendiri terus ya Udah coba install ulang juga tetep sama keluar sendiri terus Aplikasi jadi tidak bisa digunakan,2,2024-01-29 08:57:56,4.81.2
Padeh Yono,Mantap,5,2024-01-29 09:06:19,4.81.2
Ikmal Faiq,Apk tolol masa engga bisa ngojek di lokadi gw tolol banget,1,2024-01-29 09:13:01,4.81.2
Dalil Leksono,Sangat membantu,5,2024-01-29 09:35:09,4.81.2
M agung prayogi,Sangat ramah baik,5,2024-01-29 09:44:07,4.81.2
Achmad Gozali,Gojek ok sekali,5,2024-01-29 09:54:04,4.81.2
Umar Farhan,Promo kurang and terlalu mahal,1,2024-01-23 09:05:33,4.81.2
Syam Sury,Susah banget dapet driver kalo lagi ujan Padahal di depan mata sendiri drivernya lagi pada nongkrong,1,2024-01-29 02:15:15,4.81.2
Andyc Ega Pratama,Good job,5,2024-01-29 02:11:29,4.81.2
Andhika putra,Mangkin di update mangkin gk jelas limit gopay letter tersedia tp di blokir apk aneh sebelum di update malah aman aja,1,2024-01-29 02:08:52,4.81.2
Ahmad Ramaliulhuda,Good application,5,2024-01-28 13:54:19,4.81.2
RATIH PAWESTRI,Saya order gofood Dari restoran sudah chat bahwa masakan sudah ready utk diambil Tapi driver blm ada yg ambil karena mengirim pesanan harus sesuai estimasi pengiriman Jadinya saya harus nunggu lama padahal masakan udh siap,3,2024-01-23 11:27:04,4.81.2
suhar sono,Oke mantul,5,2024-01-28 14:18:59,4.81.2
A Nabila Collection,Sangat membantu terimakasih,5,2024-01-24 00:22:07,4.81.2
Hendrik HT'ean,Mantap brooo,5,2024-01-23 11:26:20,4.81.2
Bella AS,Azzam,5,2024-01-28 14:56:56,4.81.2
Fajar Meilisa_TPM_KOTA BOGOR,Banyak promonyaaa,5,2024-01-28 15:13:20,4.81.2
Catur Aji Andika,Ada pengalaman dapet driver sombong dan kasar kronologi mesan grabcar kebetulan malem itu abis hujan jadi jalanan kotor dan becek pas driver sampe di lokasi penjemputan ponakan saya buka pintu depan dan masuk kemudian driver dengan nada tinggi bilang ke ponakan saya kaki kamu kotor mobil saya bersih sambil tangannya membersihkan bangku yang tadinya sudah diduduki ponakan saya Akhirnya kami tidak jadi naik mobil driver itu walaupun statusnya sudah dalam perjalanan dan uang sudah di driver,1,2024-01-28 15:23:50,4.81.2
Rofi Muhammad Kahfi,Lumayan Promonya cuman saya sedikt yaa,5,2024-01-28 15:27:41,4.81.2
bang oganz,Make everything easyerniceworkespecially the goCar,5,2024-01-28 15:38:18,4.81.2
dimas putra,Good,5,2024-01-28 15:41:57,4.81.2
Siti Nurlela,Pesen go food sama driver dicancel mulu udh 3 kali heran deh pelayanan go food lama banget mentang mentang diskon Kalo dibandingin mending dishope food sih mahal dikit tp driver ny gercep,1,2024-01-28 15:50:55,4.81.2
Nando Fernando,Parah di pesan gak ada yang mau satupun,1,2024-01-28 15:54:52,4.81.2
Dedi Dedi,Selama saya pakai selalu tepat waktu jemput Cuma titik jemputnya agak susah menentu kan lokasi sendiri ,4,2024-01-28 16:07:37,4.81.2
Si Otong,Good apk,5,2024-01-28 16:13:55,4.81.2
Mariana Gosaly,Sangat membantu pada saat kelaparan,5,2024-01-28 16:31:44,4.81.2
Nurmaida martalena Tambun,Saya harus menghapus banyak permainan untuk ini tapi tetap tidak bisa didonwload emg semahal itu kah,2,2024-01-28 16:39:54,4.81.2
Fanuel,Tolong lh diatur kehidupan drivers,5,2024-01-28 16:54:06,4.81.2
